lat,lon,depth_m,dataset,source,is_gap
-26.0871,113.6471,81.88537660986185,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-26.3953,113.3858,62.45365206152201,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.9031,113.6771,69.0503535605967,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-26.2201,113.7871,38.17566502839327,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-26.1134,114.0696,82.69290667027235,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.3849,112.8258,51.340819019824266,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.9702,113.5167,62.236964609473944,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-26.3287,113.2468,61.086273454129696,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.8347,113.512,33.346267733722925,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-26.0451,113.4483,100.9891003370285,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.664,113.0296,64.055952206254,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.327,112.7773,59.93633424863219,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-26.2971,114.3481,65.85885683074594,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.7181,112.9702,49.773714151233435,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.866,113.61,30.697188302874565,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.5418,113.0565,59.311512894928455,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.9919,114.1031,95.53544573485851,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.5654,112.7931,70.37969494238496,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-26.598,113.1446,40.7643736153841,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.2242,113.0124,109.9226657487452,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.5541,113.5201,88.39160153642297,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.9603,113.3037,105.66557476297021,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-26.4796,114.454,77.65820283442736,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.6428,113.4982,86.90051775425673,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.7067,114.0327,43.254378493875265,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.9025,113.8283,105.83160920068622,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.8394,113.7743,77.64452690258622,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-26.1336,113.7064,38.56022106483579,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.7525,113.6095,101.91881900653243,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.7821,113.2147,37.78055604547262,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-26.0117,113.3628,75.83255048841238,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-26.4345,113.6876,99.83984088525176,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.6197,112.5097,60.92565894126892,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.6783,112.7578,80.7261067442596,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-26.2345,113.3318,71.27243403345346,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-26.5378,112.7536,101.6100187599659,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.818,113.5454,60.069783832877874,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-26.038,113.688,73.23518857359886,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.799,113.8538,34.517091661691666,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-26.4176,113.9454,33.73688988387585,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-26.2837,113.7267,75.11090572923422,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.4657,113.7184,47.345889788120985,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.7385,113.5959,44.21454994007945,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.6654,113.5137,107.1211389824748,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.1739,113.1768,34.59280051290989,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.8485,114.3911,34.49256679043174,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-26.7004,113.183,32.075093276798725,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.7665,114.1789,59.97967880219221,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.4315,113.8756,58.19631548598409,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.0762,114.3141,76.82570995762944,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-26.4507,113.7927,88.96638095378876,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-26.3603,113.3321,61.725096963346004,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-26.1823,113.3761,35.13224458321929,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-26.3216,112.9557,86.74243645742536,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-26.1583,113.9151,48.45839161425829,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.9742,113.5185,104.08306391909719,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-26.3805,113.4769,83.83152849972248,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.0852,113.5307,82.93814033269882,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.8569,113.2465,37.911485731601715,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.9336,113.3306,70.69554539397359,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.7018,113.8107,104.70151914283633,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.885,114.0244,58.85047297924757,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.9528,113.5233,46.64225758984685,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.3093,113.5982,37.04088827595115,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.9868,113.5929,55.58013701811433,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-26.4134,113.5755,71.50814717635512,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.7457,113.4033,100.90216353535652,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-26.0406,113.7289,80.63954008743167,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-26.1087,113.7823,86.48651311174035,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-26.3273,113.582,72.02658239752054,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.7287,113.7208,94.30953934788704,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.9696,113.2725,64.02792872861028,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.6937,113.5771,40.00901039689779,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.9937,113.7485,35.31971713528037,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-26.1634,113.4571,98.49519001320004,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.3999,113.4504,71.30023878067732,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-26.0087,113.314,69.75585915148258,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.5208,113.7294,109.49079329147935,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-26.3806,113.602,84.83286138623953,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-26.0864,114.5689,87.3926654085517,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-26.0077,113.4462,70.81841051578522,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-26.0564,113.5446,37.29132095351815,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
-25.3605,113.096,64.35326082631946,SW Australia (Ningaloo/Rottnest),GlobalArchive / Harvey 2013,FALSE
